CustomerID,NumOrders,TotalQuantity,TotalSpend,AvgUnitPrice,Cluster
12346.0,2,0,0.0,1.04,0
12347.0,7,2458,4310.0,2.644010989010989,2
12348.0,4,2341,1797.24,5.764838709677419,2
12349.0,1,631,1757.55,8.289041095890411,0
12350.0,1,197,334.4,3.841176470588235,0
12352.0,11,470,1545.41,23.274736842105263,2
12353.0,1,20,89.0,6.074999999999999,0
12354.0,1,530,1079.4,4.5037931034482765,0
12355.0,1,240,459.4,4.203846153846154,0
12356.0,3,1591,2811.43,3.201186440677966,2
12357.0,1,2708,6207.67,3.3486259541984733,2
12358.0,2,248,1168.06,8.27421052631579,0
12359.0,6,1612,6245.53,8.760275590551181,2
12360.0,3,1165,2662.06,3.5496899224806198,2
12361.0,1,91,189.9,3.335,0
12362.0,13,2212,5154.58,3.9536131386861313,2
12363.0,2,408,552.0,2.3117391304347827,0
12364.0,4,1506,1313.1,1.910235294117647,0
12365.0,3,173,320.69,30.347826086956523,0
12367.0,1,173,168.9,3.2,0
12370.0,4,2353,3545.69,2.800299401197605,2
12371.0,2,591,1887.96,3.8742857142857146,0
12372.0,3,794,1298.04,3.001346153846154,0
12373.0,1,197,364.6,4.582142857142857,0
12374.0,1,342,742.9300000000001,4.21969696969697,0
12375.0,3,177,455.42,6.644444444444445,0
12377.0,2,944,1628.12,2.718831168831169,0
12378.0,1,2529,4008.62,2.9974429223744297,2
12379.0,3,406,850.29,2.84390243902439,0
12380.0,5,1126,2720.56,3.3869523809523807,2
12381.0,6,783,1803.96,4.582857142857143,0
12383.0,6,1529,1839.31,3.0936000000000003,2
12384.0,3,121,566.16,7.575666666666667,0
12386.0,2,354,401.9,2.391,0
12388.0,6,1462,2780.66,2.7777,2
12390.0,1,353,549.84,3.996875,0
12391.0,1,300,460.89,2.4599,0
12393.0,4,816,1582.6000000000001,2.2796875,0
12394.0,2,819,1272.48,3.3707407407407404,0
12395.0,15,2113,2998.28,3.959685534591195,2
12397.0,2,1263,2409.9,3.4682539682539684,0
12398.0,1,1394,1635.6599999999999,1.992705882352941,0
12399.0,4,1178,1108.65,2.1145762711864404,0
12401.0,1,11,84.3,9.68,0
12402.0,1,94,225.6,3.290909090909091,0
12403.0,2,95,409.7,8.9,0
12405.0,1,857,1710.39,3.5442592592592597,0
12406.0,3,1809,3280.75,2.8332407407407407,2
12407.0,5,1416,1708.1200000000001,3.2674025974025973,2
12408.0,9,1399,2842.57,3.128141592920354,2
12409.0,7,5543,11056.93,3.526666666666667,1
12410.0,3,209,681.0799999999999,6.320357142857143,0
12412.0,3,829,1226.88,2.7137704918032783,0
12413.0,5,282,694.15,5.25725,0
12414.0,3,300,562.41,8.57,0
12417.0,12,1539,3578.8,5.4254040404040405,2
12418.0,1,407,668.58,3.5644117647058824,0
12420.0,1,345,600.39,4.707241379310345,0
12421.0,5,483,806.27,4.438695652173913,0
12422.0,3,370,803.5600000000001,3.26025641025641,0
12423.0,9,1327,1849.11,2.897222222222222,2
12424.0,2,740,1760.96,2.780666666666667,0
12425.0,1,496,777.2,2.5644444444444443,0
12426.0,1,258,582.73,3.9363333333333332,0
12427.0,5,236,708.37,4.604857142857142,0
12428.0,12,3503,7877.2,4.7293,1
12429.0,4,1557,3750.4,3.6307216494845362,2
12430.0,1,117,256.4,6.225454545454546,0
12431.0,18,2868,6416.39,3.7583333333333333,2
12432.0,5,1801,5059.32,10.550833333333333,2
12433.0,7,11071,13375.87,2.1927380952380955,1
12434.0,4,373,765.19,3.669074074074074,0
12435.0,2,2055,7829.89,5.479166666666667,2
12436.0,1,211,509.01,5.2675,0
12437.0,19,2918,4896.66,4.027114427860697,2
12438.0,2,1180,2906.85,3.894897959183673,0
12441.0,1,121,173.55,3.700909090909091,0
12442.0,1,182,172.06,3.34,0
12444.0,5,1155,5005.46,6.32276836158192,2
12445.0,1,62,133.4,7.9875,0
12446.0,1,352,1002.3100000000001,4.277586206896552,0
12447.0,1,190,476.49,3.5742307692307693,0
12448.0,1,243,449.45,5.951818181818182,0
12449.0,4,1553,4067.29,3.694712041884817,2
12450.0,2,128,197.88,1.6175,0
12451.0,6,6455,8933.52,2.445577464788732,1
12452.0,3,183,428.57,4.3334782608695654,0
12453.0,1,473,707.09,2.393255813953488,0
12454.0,2,0,5.684341886080802e-14,7.282,0
12455.0,6,2089,2466.86,3.173333333333334,2
12456.0,4,1616,3153.89,3.5765116279069766,2
12457.0,12,695,1917.78,5.181911764705882,2
12458.0,2,506,947.4,4.326315789473685,0
12461.0,2,287,826.88,4.258857142857143,0
12462.0,4,514,1124.01,4.616944444444445,0
12463.0,7,757,1303.63,3.067159090909091,0
12464.0,8,112,1212.05,11.832758620689654,0
12465.0,3,475,733.89,2.706274509803922,0
12468.0,3,364,724.0400000000001,3.47675,0
12472.0,13,4020,6229.48,2.4811253196930947,1
12473.0,9,2363,2848.23,13.619217877094973,2
12474.0,30,4764,7116.47,2.914004376367615,1
12475.0,1,535,723.38,2.941111111111111,0
12476.0,20,2337,6546.58,4.950492424242425,2
12477.0,9,3620,13117.01,4.330746753246753,1
12478.0,1,236,680.99,4.537777777777778,0
12479.0,3,351,477.3,2.612285714285714,0
12480.0,4,1707,3281.63,3.1344155844155845,2
12481.0,11,3290,5590.86,3.401100917431193,2
12483.0,13,1097,2327.13,5.977901234567902,2
12484.0,8,2185,4495.27,3.1830857142857143,2
12488.0,3,529,1298.66,3.7347272727272727,0
12489.0,1,105,334.93,5.908,0
12490.0,10,3064,5417.93,2.692857142857143,2
12491.0,1,260,460.40000000000003,3.376923076923077,0
12492.0,2,192,263.21000000000004,3.3475,0
12493.0,3,206,416.79,4.858695652173913,0
12494.0,13,690,1139.3500000000001,4.189761904761904,2
12497.0,1,1236,1043.1,2.06,0
12498.0,3,159,403.70000000000005,4.197826086956522,0
12500.0,13,2671,4206.27,5.876153846153846,2
12501.0,2,1722,2089.68,2.42075,0
12502.0,5,820,3723.87,6.425238095238095,2
12504.0,4,51,114.0,9.446666666666665,0
12506.0,1,23,73.5,3.1956521739130435,0
12507.0,4,894,1258.06,4.624782608695653,0
12508.0,2,272,398.27,1.7204347826086959,0
12509.0,1,55,176.5,5.564285714285715,0
12510.0,2,353,982.5699999999999,4.263333333333334,0
12512.0,2,99,138.03,2.5794117647058825,0
12513.0,2,456,586.79,2.2380555555555555,0
12514.0,1,440,1017.68,3.296862745098039,0
12515.0,1,131,383.7,6.78125,0
12516.0,2,875,1312.06,2.725769230769231,0
12517.0,6,1348,2464.89,2.347832167832168,2
12518.0,5,1318,2056.89,2.837177419354839,2
12519.0,1,183,340.84,2.9911111111111115,0
12520.0,6,1430,2582.51,3.3941290322580646,2
12521.0,1,309,599.68,2.995789473684211,0
12522.0,2,194,192.72,5.0008333333333335,0
12523.0,13,861,1745.57,5.157818181818182,2
12524.0,8,3699,4485.72,2.9170833333333333,2
12526.0,3,632,1316.66,3.3538028169014087,0
12527.0,3,234,348.71000000000004,2.9294444444444445,0
12528.0,8,750,1922.28,5.393052631578947,2
12530.0,5,900,1623.63,3.8892647058823533,0
12531.0,1,45,125.22,3.8094117647058825,0
12532.0,1,153,349.83000000000004,3.698125,0
12534.0,1,651,1089.18,3.035396825396825,0
12535.0,2,219,716.35,4.451470588235294,0
12536.0,5,2652,4106.82,48.55391941391942,2
12538.0,1,191,363.95,3.6433333333333335,0
12539.0,5,2066,3852.5,10.423503649635036,2
12540.0,19,6677,13309.039999999999,3.8988357588357587,1
12541.0,3,680,981.18,3.615769230769231,0
12544.0,2,132,355.7,4.1135,0
